order;id;name;field;latin;selection;distance_from_hearth;dfh_comment;latin_source;latin_score;sabellic;sabellic_source;sabellic_score
1322;20#49;the ambush;Warfare and hunting;insidiae;selection;1;specialised trades;Latin;0;;;
1323;20#51;the fisherman;Warfare and hunting;piscator;selection;1;specialised trades;Latin;0;;;
1324;20#52;the fishhook;Warfare and hunting;hamus;selection;1;specialised trades;Latin;0;;;
1325;20#53;the fishing line;Warfare and hunting;linum;selection;1;specialised trades;Latin;0;;;
1326;20#54;the fishnet;Warfare and hunting;rete;selection;1;specialised trades;Semitic;0.5;;;
1327;20#55;the fish trap;Warfare and hunting;;none?;1;specialised trades;;;;;
1328;20#56;the bait;Warfare and hunting;esca;selection;1;specialised trades;Latin;0;;;
1329;20#61;to hunt;Warfare and hunting;venor;selection;1;specialised trades;Latin;0;;;
1330;20#62;to shoot;Warfare and hunting;ferire;selection;1;specialised trades;Latin;0;;;
1331;20#63;to miss;Warfare and hunting;aberro;selection;1;specialised trades;Latin;0;;;
1332;20#64;the trap;Warfare and hunting;laqueus;selection;1;specialised trades;Latin;0;;;
1333;20#65;to trap;Warfare and hunting;illaqueo;selection;1;specialised trades;Latin;0;;;
1334;21#11;the law;Law;lex;selection;0;universal concepts?;Latin;0;leiguss;Sabellic;0
1335;21#15;the court;Law;iudices;selection;1;legal term;Latin;0;;;
1336;21#16;to adjudicate;Law;iudico;selection;1;legal term;Latin;0;;;
1337;21#17;the judgment;Law;iudicium;selection;1;legal term;Latin;0;;;
1338;21#18;the judge;Law;iudex;selection;1;legal term;Latin;0;;;
1339;21#21;the plaintiff;Law;petitor;selection;1;legal term;Latin;0;;;
1340;21#22;the defendant;Law;reus;selection;1;legal term;Latin;0;;;
1341;21#23;the witness;Law;testis;selection;1;legal term;Latin;0;trstus;Latin;0.5
1342;21#24;to swear;Law;iurare;selection;0;universal concepts?;Latin;0;deiuast;Sabellic;0
1343;21#25;the oath;Law;iusiurandum;selection;0;universal concepts?;Latin;0;;;
1344;21#31;to accuse;Law;accusare;selection;1;legal term;Etruscan;0.25;;;
1345;21#32;to condemn;Law;condemno;selection;1;legal term;Latin;0;;;
1346;21#33;to convict;Law;convinco;selection;1;legal term;Latin;0;uincter;Latin;0.75
1347;21#34;to acquit;Law;absolvo;selection;1;legal term;Latin;0;;;
1348;21#35;guilty;Law;sons;selection;1;legal term;Latin;0;;;
1349;21#36;innocent;Law;insons;selection;1;legal term;Latin;0;;;
1350;21#37;the penalty or punishment;Law;poena;selection;0;universal concepts?;Greek;1;;;
1351;21#38;the fine;Law;poena;nonspecific;1;legal term;Greek;1;;;
1352;21#39;the prison;Law;carcer;selection;1;legal term;Latin;0;;;
1353;21#42;the murder;Law;caedes;selection;1;legal term;Latin;0;;;
1354;21#43;the adultery;Law;adulterium;selection;1;legal term;Latin;0;;;
1355;21#44;the rape;Law;vis;anachronism;1;legal term;Latin;0;;;
1356;21#46;the arson;Law;incendium;selection;1;legal term;Latin;0;;;
1357;21#47;the perjury;Law;periurium;selection;1;legal term;Latin;0;;;
1358;21#51;to steal;Law;furor;selection;0;universal concepts?;Latin;0;klopoust;Sabellic;0
1359;21#52;the thief;Law;fur;selection;0;universal concepts?;Latin;0;kulupu;Sabellic;0
1360;22#11;the religion;Religion and belief;religio;selection;0;present in home?;Latin;0;;;
1361;22#12;the god;Religion and belief;deus;selection;0;present in home?;Latin;0;aisos;Etruscan;1
1362;22#13;the temple;Religion and belief;aedes;selection;1;religious term;Latin;0;fesner;Sabellic;0
1363;22#131;the church;Religion and belief;;anachronism;1;;;;;;
1364;22#132;the mosque;Religion and belief;;anachronism;1;;;;;;
1365;22#14;the altar;Religion and belief;ara;selection;1;religious term;Latin;0;ase;Sabellic;0
1366;22#15;the sacrifice;Religion and belief;sacrificium;selection;0;perhaps would have occurred in any home?;Latin;0;esunu;Etruscan;1
1367;22#16;to worship;Religion and belief;veneror;nonspecific;1;religious term;Latin;0;;;
1368;22#17;to pray;Religion and belief;precor;selection;0;perhaps would have occurred in any home?;Latin;0;pesnimu;Sabellic;0
1369;22#18;the priest;Religion and belief;sacerdos;selection;1;religious term;Latin;0;pristafalacirix;Sabellic;0
1370;22#19;holy;Religion and belief;sanctus;selection;1;religious term;Latin;0;;;
1371;22#22;to preach;Religion and belief;praedico;selection;1;religious term;Latin;0;;;
1372;22#23;to bless;Religion and belief;benedico;selection;1;religious term;Latin;0;;;
1373;22#24;to curse;Religion and belief;exsecror;selection;1;religious term;Latin;0;;;
1374;22#26;to fast;Religion and belief;ieiunus sum;compound;1;religious term;;;;;
1375;22#31;the heaven;Religion and belief;superi;anachronism;1;;Latin;0;;;
1376;22#32;the hell;Religion and belief;inferi;anachronism;1;;Latin;0;;;
1377;22#35;the demon;Religion and belief;;anachronism;1;;;;;;
1378;22#37;the idol;Religion and belief;;anachronism;1;;;;;;
1379;22#42;the magic;Religion and belief;(ars) magica;selection;1;religious term;Greek;1;;;
1380;22#43;the sorcerer or witch;Religion and belief;saga;selection;1;religious term;Celtic;1;;;
1381;22#44;the fairy or elf;Religion and belief;numen;anachronism;1;;Latin;0;;;
1382;22#45;the ghost;Religion and belief;phantasma;anachronism;1;;Greek;1;;;
1383;22#47;the omen;Religion and belief;omen;selection;1;religious term;Latin;0;;;
1384;22#5;the circumcision;Religion and belief;;anachronism;1;;;;;;
1385;22#51;the initiation ceremony;Religion and belief;initiatio;anachronism;1;;Latin;0;;;
1386;23#1;the radio;Modern world;;anachronism;1;;;;;;
1387;23#11;the television;Modern world;;anachronism;1;;;;;;
1388;23#12;the telephone;Modern world;;anachronism;1;;;;;;
1389;23#13;the bicycle;Modern world;;anachronism;1;;;;;;
1390;23#135;the motorcycle;Modern world;;anachronism;1;;;;;;
1391;23#14;the car;Modern world;;anachronism;1;;;;;;
1392;23#15;the bus;Modern world;;anachronism;1;;;;;;
1393;23#155;the train;Modern world;;anachronism;1;;;;;;
1394;23#16;the airplane;Modern world;;anachronism;1;;;;;;
1395;23#17;the electricity;Modern world;;anachronism;1;;;;;;
1396;23#175;the battery;Modern world;;anachronism;1;;;;;;
1397;23#18;to brake;Modern world;;anachronism;1;;;;;;
1398;23#185;the motor;Modern world;;anachronism;1;;;;;;
1399;23#19;the machine;Modern world;;anachronism;1;;;;;;
1400;23#195;the petroleum;Modern world;;anachronism;1;;;;;;
1401;23#2;the hospital;Modern world;valetudinarium;anachronism;1;;Latin;0;;;
1402;23#21;the nurse;Modern world;;anachronism;1;;;;;;
1403;23#22;the pill or tablet;Modern world;pilula;anachronism;1;;Latin;0;;;
1404;23#23;the injection;Modern world;infusio;anachronism;1;;Latin;0;;;
1405;23#24;the spectacles/glasses;Modern world;;anachronism;1;;;;;;
1406;23#3;the government;Modern world;res publica;selection;1;political term;Latin;0;;;
1407;23#31;the president;Modern world;;anachronism;1;;;;;;
1408;23#32;the minister;Modern world;;anachronism;1;;;;;;
1409;23#33;the police;Modern world;vigiles;anachronism;1;;Latin;0;;;
1410;23#34;the driver's license;Modern world;;anachronism;1;;;;;;
1411;23#35;the license plate;Modern world;;anachronism;1;;;;;;
1412;23#36;the birth certificate;Modern world;;anachronism;1;;;;;;
1413;23#37;the crime;Modern world;scelus, facinus;selection;1;legal term;Latin;0;;;
1414;23#38;the election;Modern world;electio;selection;1;political term;Latin;0;;;
1415;23#385;the address;Modern world;;anachronism;1;;;;;;
1416;23#39;the number;Modern world;numerus;anachronism;1;;Latin;0;;;
1417;23#395;the street;Modern world;platea;anachronism;1;;Greek;1;;;
1418;23#4;the post/mail;Modern world;;anachronism;1;;;;;;
1419;23#41;the postage stamp;Modern world;;anachronism;1;;;;;;
1420;23#42;the letter;Modern world;litterae;selection;1;specialised trades;Latin;0;;;
1421;23#43;the postcard;Modern world;;anachronism;1;;;;;;
1422;23#44;the bank;Modern world;;anachronism;1;;;;;;
1423;23#5;the tap/faucet;Modern world;fistula;anachronism;1;;Latin;0;;;
1424;23#51;the sink;Modern world;;anachronism;1;;;;;;
1425;23#52;the toilet;Modern world;latrina;selection;1;not in any home?;Latin;0;;;
1426;23#53;the mattress;Modern world;culcita;nonspecific;1;;Latin;0;;;
1427;23#54;the tin/can;Modern world;;anachronism;1;;;;;;
1428;23#55;the screw;Modern world;;anachronism;1;;;;;;
1429;23#555;the screwdriver;Modern world;;anachronism;1;;;;;;
1430;23#56;the bottle;Modern world;ampulla;anachronism;1;;Greek;1;;;
1431;23#565;the candy/sweets;Modern world;;anachronism;1;;;;;;
1432;23#57;the plastic;Modern world;;anachronism;1;;;;;;
1433;23#575;the bomb;Modern world;;anachronism;1;;;;;;
1434;23#58;the workshop;Modern world;officina;selection;1;specialised trades;Latin;0;anei;Sabellic;0
1435;23#59;the cigarette;Modern world;;anachronism;1;;;;;;
1436;23#6;the newspaper;Modern world;;anachronism;1;;;;;;
1437;23#61;the calendar;Modern world;fasti;selection;1;specialised trades;Latin;0;;;
1438;23#62;the film/movie;Modern world;;anachronism;1;;;;;;
1439;23#63;the music;Modern world;(ars) musica;selection;1;specialised trades;Latin;0;;;
1440;23#64;the song;Modern world;cantus;selection;0;in any home;Latin;0;;;
1441;23#9;the tea;Modern world;;anachronism;1;;;;;;
1442;23#91;the coffee;Modern world;;anachronism;1;;;;;;
1443;24#01;to be;Miscellaneous function words;esse;selection;0;universal concepts;Latin;0;esum;Sabellic;0
1444;24#02;to become;Miscellaneous function words;fieri;selection;0;universal concepts;Latin;0;;;
1445;24#03;without;Miscellaneous function words;sine;selection;0;universal concepts;Latin;0;perum;Sabellic;0
1446;24#04;with;Miscellaneous function words;cum;selection;0;universal concepts;Latin;0;ku;Sabellic;0
1447;24#05;through;Miscellaneous function words;per;selection;0;universal concepts;Latin;0;;;
1448;24#06;not;Miscellaneous function words;non;selection;0;universal concepts;Latin;0;ne;Sabellic;0
1449;24#07;this;Miscellaneous function words;hic;selection;0;universal concepts;Latin;0;eu;Sabellic;0
1450;24#08;that;Miscellaneous function words;ille;selection;0;universal concepts;Latin;0;eiok;Sabellic;0
1451;24#09;here;Miscellaneous function words;hic;selection;0;universal concepts;Latin;0;estufk;Sabellic;0
1452;24#1;there;Miscellaneous function words;ibi;selection;0;universal concepts;Latin;0;uru;Sabellic;0
1453;24#11;other;Miscellaneous function words;alius;selection;0;universal concepts;Latin;0;alttrei;Sabellic;0
1454;24#12;next;Miscellaneous function words;proximus;selection;0;universal concepts;Latin;0;nessimas;Sabellic;0
1455;24#13;same;Miscellaneous function words;idem;selection;0;universal concepts;Latin;0;;;
1456;24#14;nothing;Miscellaneous function words;nihil;selection;0;universal concepts;Latin;0;;;
1457;13;zero;Quantity;nihil;anachronism;0;universal concepts;Latin;0;;;
